,danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,key,mode,time_signature,liveness,type,id,uri,track_href,analysis_url,duration_ms
0,0.59,0.632,-7.996,0.0376,0,0.345,110.0,0.301,7,1,4,0.169,audio_features,58SIEtTjWErr0yEXVBKxvd,spotify:track:58SIEtTjWErr0yEXVBKxvd,https://api.spotify.com/v1/tracks/58SIEtTjWErr0yEXVBKxvd,https://api.spotify.com/v1/audio-analysis/58SIEtTjWErr0yEXVBKxvd,153003.0
1,0.589,0.885,-3.4,0.035,0,0.831,91.01,0.545,4,1,4,0.132,audio_features,6H7fLdt0AeWpuxUKXuXWrx,spotify:track:6H7fLdt0AeWpuxUKXuXWrx,https://api.spotify.com/v1/tracks/6H7fLdt0AeWpuxUKXuXWrx,https://api.spotify.com/v1/audio-analysis/6H7fLdt0AeWpuxUKXuXWrx,586076.0
2,0.325,0.427,-7.741,0.0339,0,0.435,75.716,0.719,6,1,3,0.192,audio_features,1Zi1HxNIWVFHx1RxOXkTjB,spotify:track:1Zi1HxNIWVFHx1RxOXkTjB,https://api.spotify.com/v1/tracks/1Zi1HxNIWVFHx1RxOXkTjB,https://api.spotify.com/v1/audio-analysis/1Zi1HxNIWVFHx1RxOXkTjB,417216.0
3,0.698,0.446,-11.845,0.028,3.21e-05,0.296,109.969,0.872,4,1,1,0.0736,audio_features,735bRwgZ4sTH5Vs3iFVnDr,spotify:track:735bRwgZ4sTH5Vs3iFVnDr,https://api.spotify.com/v1/tracks/735bRwgZ4sTH5Vs3iFVnDr,https://api.spotify.com/v1/audio-analysis/735bRwgZ4sTH5Vs3iFVnDr,288545.0
4,0.577,0.805,-0.553,0.0398,0,0.347,77.094,0.662,5,1,4,0.201,audio_features,3ZBTv0pKvJ6YId7ozxW4Uv,spotify:track:3ZBTv0pKvJ6YId7ozxW4Uv,https://api.spotify.com/v1/tracks/3ZBTv0pKvJ6YId7ozxW4Uv,https://api.spotify.com/v1/audio-analysis/3ZBTv0pKvJ6YId7ozxW4Uv,331385.0
5,0.692,0.482,-8.246,0.0274,0,0.388,122.879,0.405,7,1,4,0.152,audio_features,5Q175erZOZJZHKaZzJFYDN,spotify:track:5Q175erZOZJZHKaZzJFYDN,https://api.spotify.com/v1/tracks/5Q175erZOZJZHKaZzJFYDN,https://api.spotify.com/v1/audio-analysis/5Q175erZOZJZHKaZzJFYDN,241933.0
6,0.293,0.237,-8.17,0.0284,0,0.108,92.935,0.78,6,1,4,0.11,audio_features,7r9kOxiNDnkAg5QKqtyjVk,spotify:track:7r9kOxiNDnkAg5QKqtyjVk,https://api.spotify.com/v1/tracks/7r9kOxiNDnkAg5QKqtyjVk,https://api.spotify.com/v1/audio-analysis/7r9kOxiNDnkAg5QKqtyjVk,215613.0
7,0.262,0.361,-10.187,0.0333,0.00268,0.056,126.786,0.508,2,1,4,0.108,audio_features,5Mw9bXG1dLNhbjofkVS2oR,spotify:track:5Mw9bXG1dLNhbjofkVS2oR,https://api.spotify.com/v1/tracks/5Mw9bXG1dLNhbjofkVS2oR,https://api.spotify.com/v1/audio-analysis/5Mw9bXG1dLNhbjofkVS2oR,535963.0
8,0.143,0.073,-28.019,0.0427,0.835,0.0348,141.011,0.939,2,1,4,0.102,audio_features,17mJsiuoDPQwVfgk8G9Nxj,spotify:track:17mJsiuoDPQwVfgk8G9Nxj,https://api.spotify.com/v1/tracks/17mJsiuoDPQwVfgk8G9Nxj,https://api.spotify.com/v1/audio-analysis/17mJsiuoDPQwVfgk8G9Nxj,163000.0
9,0.572,0.685,-7.29,0.0356,0,0.232,110.698,0.0291,6,1,4,0.0963,audio_features,0rH0mprtecH3grD9HFM5AD,spotify:track:0rH0mprtecH3grD9HFM5AD,https://api.spotify.com/v1/tracks/0rH0mprtecH3grD9HFM5AD,https://api.spotify.com/v1/audio-analysis/0rH0mprtecH3grD9HFM5AD,333386.0
10,0.0782,0.0477,-28.6,0.0537,0.8,0.0384,81.762,0.204,0,1,4,0.0754,audio_features,6fucZ6mdZ6OoeDdBbgN6ZC,spotify:track:6fucZ6mdZ6OoeDdBbgN6ZC,https://api.spotify.com/v1/tracks/6fucZ6mdZ6OoeDdBbgN6ZC,https://api.spotify.com/v1/audio-analysis/6fucZ6mdZ6OoeDdBbgN6ZC,82410.0
11,0.226,0.0218,-16.418,0.0365,0.00144,0.182,75.565,0.946,5,1,5,0.159,audio_features,3pP8pyWvQX6vbrpEcRYgqa,spotify:track:3pP8pyWvQX6vbrpEcRYgqa,https://api.spotify.com/v1/tracks/3pP8pyWvQX6vbrpEcRYgqa,https://api.spotify.com/v1/audio-analysis/3pP8pyWvQX6vbrpEcRYgqa,288305.0
12,0.625,0.727,-3.035,0.0308,0,0.894,86.471,0.777,4,1,3,0.0717,audio_features,3ZF9iTthw2m6w8MsNC0daD,spotify:track:3ZF9iTthw2m6w8MsNC0daD,https://api.spotify.com/v1/tracks/3ZF9iTthw2m6w8MsNC0daD,https://api.spotify.com/v1/audio-analysis/3ZF9iTthw2m6w8MsNC0daD,368700.0
13,0.476,0.393,-5.207,0.032,0,0.295,112.976,0.889,1,1,5,0.116,audio_features,2FJogCUuqj3uDTbty6FOey,spotify:track:2FJogCUuqj3uDTbty6FOey,https://api.spotify.com/v1/tracks/2FJogCUuqj3uDTbty6FOey,https://api.spotify.com/v1/audio-analysis/2FJogCUuqj3uDTbty6FOey,328168.0
14,0.318,0.573,-5.653,0.0324,0,0.0765,156.054,0.107,1,1,4,0.0854,audio_features,0jOSpB2zK2O0SNxj8ZT5lp,spotify:track:0jOSpB2zK2O0SNxj8ZT5lp,https://api.spotify.com/v1/tracks/0jOSpB2zK2O0SNxj8ZT5lp,https://api.spotify.com/v1/audio-analysis/0jOSpB2zK2O0SNxj8ZT5lp,305427.0
15,0.395,0.575,-5.829,0.0326,0,0.187,169.983,0.22,4,1,4,0.102,audio_features,6NU7EbNi0lwgqaApqBTCZt,spotify:track:6NU7EbNi0lwgqaApqBTCZt,https://api.spotify.com/v1/tracks/6NU7EbNi0lwgqaApqBTCZt,https://api.spotify.com/v1/audio-analysis/6NU7EbNi0lwgqaApqBTCZt,270269.0
16,0.646,0.647,-7.669,0.0255,0,0.677,136.005,0.0712,7,1,4,0.216,audio_features,6lMk5sY36yHg5vY2Q29lJd,spotify:track:6lMk5sY36yHg5vY2Q29lJd,https://api.spotify.com/v1/tracks/6lMk5sY36yHg5vY2Q29lJd,https://api.spotify.com/v1/audio-analysis/6lMk5sY36yHg5vY2Q29lJd,253200.0
17,0.413,0.636,-5.651,0.0407,0,0.203,176.048,0.0186,9,1,4,0.106,audio_features,50f6Sc85lbQgEaOfQm41Zr,spotify:track:50f6Sc85lbQgEaOfQm41Zr,https://api.spotify.com/v1/tracks/50f6Sc85lbQgEaOfQm41Zr,https://api.spotify.com/v1/audio-analysis/50f6Sc85lbQgEaOfQm41Zr,211600.0
18,0.42,0.612,-5.359,0.048,0,0.135,159.685,0.0917,4,1,4,0.0914,audio_features,1G5S1rEr4L57ftizRHcYDP,spotify:track:1G5S1rEr4L57ftizRHcYDP,https://api.spotify.com/v1/tracks/1G5S1rEr4L57ftizRHcYDP,https://api.spotify.com/v1/audio-analysis/1G5S1rEr4L57ftizRHcYDP,248253.0
19,0.237,0.133,-20.336,0.0348,3.26e-05,0.097,171.49,0.842,2,1,4,0.389,audio_features,1PSFtCx1i5J6b7mSxhTXIz,spotify:track:1PSFtCx1i5J6b7mSxhTXIz,https://api.spotify.com/v1/tracks/1PSFtCx1i5J6b7mSxhTXIz,https://api.spotify.com/v1/audio-analysis/1PSFtCx1i5J6b7mSxhTXIz,102907.0
20,0.162,0.0599,-27.666,0.038,0.925,0.0386,132.712,0.966,9,1,4,0.0908,audio_features,5tqb1P8EzPXBYWz7XtVOZF,spotify:track:5tqb1P8EzPXBYWz7XtVOZF,https://api.spotify.com/v1/tracks/5tqb1P8EzPXBYWz7XtVOZF,https://api.spotify.com/v1/audio-analysis/5tqb1P8EzPXBYWz7XtVOZF,185000.0
21,0.0834,0.0188,-32.719,0.0567,0.354,0.0336,167.774,0.219,0,1,3,0.0878,audio_features,5fYsehSsvX5H4VpMNrGN98,spotify:track:5fYsehSsvX5H4VpMNrGN98,https://api.spotify.com/v1/tracks/5fYsehSsvX5H4VpMNrGN98,https://api.spotify.com/v1/audio-analysis/5fYsehSsvX5H4VpMNrGN98,73043.0
22,0.129,0.179,-17.081,0.0459,0.013,0.0735,59.407,0.98,9,1,4,0.134,audio_features,1wIQ2Nm0raqOapHK4bCD3J,spotify:track:1wIQ2Nm0raqOapHK4bCD3J,https://api.spotify.com/v1/tracks/1wIQ2Nm0raqOapHK4bCD3J,https://api.spotify.com/v1/audio-analysis/1wIQ2Nm0raqOapHK4bCD3J,211067.0
23,0.58,0.3,-12.911,0.0602,1.25e-06,0.197,85.033,0.546,5,1,1,0.169,audio_features,0jZq0zDujagh2kLVYVGsN8,spotify:track:0jZq0zDujagh2kLVYVGsN8,https://api.spotify.com/v1/tracks/0jZq0zDujagh2kLVYVGsN8,https://api.spotify.com/v1/audio-analysis/0jZq0zDujagh2kLVYVGsN8,144351.0
24,0.596,0.264,-16.659,0.0264,0.296,0.443,103.995,0.921,1,1,4,0.208,audio_features,7ehIxbkcQjTjpi061mbYxQ,spotify:track:7ehIxbkcQjTjpi061mbYxQ,https://api.spotify.com/v1/tracks/7ehIxbkcQjTjpi061mbYxQ,https://api.spotify.com/v1/audio-analysis/7ehIxbkcQjTjpi061mbYxQ,531520.0
25,0.391,0.317,-10.449,0.0383,0,0.276,125.874,0.487,0,1,4,0.108,audio_features,70zZclGWOjOVv9VRJ7RCyq,spotify:track:70zZclGWOjOVv9VRJ7RCyq,https://api.spotify.com/v1/tracks/70zZclGWOjOVv9VRJ7RCyq,https://api.spotify.com/v1/audio-analysis/70zZclGWOjOVv9VRJ7RCyq,430760.0
26,0.445,0.821,-5.146,0.136,0,0.398,164.154,0.0129,1,1,4,0.357,audio_features,18QN5s8wxFP61qsKPLiBue,spotify:track:18QN5s8wxFP61qsKPLiBue,https://api.spotify.com/v1/tracks/18QN5s8wxFP61qsKPLiBue,https://api.spotify.com/v1/audio-analysis/18QN5s8wxFP61qsKPLiBue,205147.0
27,0.605,0.354,-10.989,0.0278,0,0.532,99.914,0.762,7,1,4,0.232,audio_features,5Wvs0GljCiKenUHRdq2PQb,spotify:track:5Wvs0GljCiKenUHRdq2PQb,https://api.spotify.com/v1/tracks/5Wvs0GljCiKenUHRdq2PQb,https://api.spotify.com/v1/audio-analysis/5Wvs0GljCiKenUHRdq2PQb,287881.0
28,0.354,0.0608,-23.578,0.0369,0.216,0.0974,133.256,0.958,8,0,4,0.0724,audio_features,6wiRpaYhklojTqqXLd149a,spotify:track:6wiRpaYhklojTqqXLd149a,https://api.spotify.com/v1/tracks/6wiRpaYhklojTqqXLd149a,https://api.spotify.com/v1/audio-analysis/6wiRpaYhklojTqqXLd149a,476724.0
29,0.508,0.719,-5.721,0.0349,3.5e-05,0.2,132.111,0.245,7,1,4,0.875,audio_features,4yatXJP2xfGvVpEQOthgqV,spotify:track:4yatXJP2xfGvVpEQOthgqV,https://api.spotify.com/v1/tracks/4yatXJP2xfGvVpEQOthgqV,https://api.spotify.com/v1/audio-analysis/4yatXJP2xfGvVpEQOthgqV,274107.0
30,0.225,0.139,-19.928,0.0364,0,0.0861,173.153,0.787,2,1,1,0.384,audio_features,4CffnhQ5Myd0G7fCKOprw8,spotify:track:4CffnhQ5Myd0G7fCKOprw8,https://api.spotify.com/v1/tracks/4CffnhQ5Myd0G7fCKOprw8,https://api.spotify.com/v1/audio-analysis/4CffnhQ5Myd0G7fCKOprw8,102907.0
31,0.143,0.0655,-27.679,0.0498,0.969,0.0353,140.387,0.977,9,1,4,0.102,audio_features,6P94jjPofysruaaZbGA5U4,spotify:track:6P94jjPofysruaaZbGA5U4,https://api.spotify.com/v1/tracks/6P94jjPofysruaaZbGA5U4,https://api.spotify.com/v1/audio-analysis/6P94jjPofysruaaZbGA5U4,150000.0
32,0.129,0.09,-28.917,0.0417,0.625,0.0385,82.204,0.845,5,1,4,0.097,audio_features,6eIJKB5JEKhNcRYBNcMQLW,spotify:track:6eIJKB5JEKhNcRYBNcMQLW,https://api.spotify.com/v1/tracks/6eIJKB5JEKhNcRYBNcMQLW,https://api.spotify.com/v1/audio-analysis/6eIJKB5JEKhNcRYBNcMQLW,93158.0
33,0.523,0.549,-11.508,0.0439,0,0.661,92.521,0.218,2,1,4,0.0797,audio_features,1qWBWMCMNd7wIXaknViBvc,spotify:track:1qWBWMCMNd7wIXaknViBvc,https://api.spotify.com/v1/tracks/1qWBWMCMNd7wIXaknViBvc,https://api.spotify.com/v1/audio-analysis/1qWBWMCMNd7wIXaknViBvc,348333.0
34,0.457,0.451,-6.997,0.029,0,0.185,74.923,0.517,10,1,4,0.0928,audio_features,4EHWldZTas5KUyFtT0rQlY,spotify:track:4EHWldZTas5KUyFtT0rQlY,https://api.spotify.com/v1/tracks/4EHWldZTas5KUyFtT0rQlY,https://api.spotify.com/v1/audio-analysis/4EHWldZTas5KUyFtT0rQlY,205667.0
35,0.364,0.143,-21.383,0.0405,0.000336,0.213,160.009,0.932,0,0,3,0.18,audio_features,0P9s5T81rdcecfKSsY2Oij,spotify:track:0P9s5T81rdcecfKSsY2Oij,https://api.spotify.com/v1/tracks/0P9s5T81rdcecfKSsY2Oij,https://api.spotify.com/v1/audio-analysis/0P9s5T81rdcecfKSsY2Oij,432987.0
36,0.193,0.303,-14.909,0.034,0.898,0.0423,79.037,0.887,11,1,4,0.415,audio_features,6byZM4jNiB8t6wxedmAK6a,spotify:track:6byZM4jNiB8t6wxedmAK6a,https://api.spotify.com/v1/tracks/6byZM4jNiB8t6wxedmAK6a,https://api.spotify.com/v1/audio-analysis/6byZM4jNiB8t6wxedmAK6a,113012.0
37,0.471,0.222,-9.537,0.0274,8.1e-06,0.0799,93.803,0.761,7,1,4,0.116,audio_features,2rpZ2T8xOiDnn5VpYXvwIC,spotify:track:2rpZ2T8xOiDnn5VpYXvwIC,https://api.spotify.com/v1/tracks/2rpZ2T8xOiDnn5VpYXvwIC,https://api.spotify.com/v1/audio-analysis/2rpZ2T8xOiDnn5VpYXvwIC,258814.0
38,0.671,0.757,-6.935,0.0978,1.79e-06,0.539,198.035,0.399,8,1,4,0.2,audio_features,1Z25zW2xBqMHVfgYAdKeqX,spotify:track:1Z25zW2xBqMHVfgYAdKeqX,https://api.spotify.com/v1/tracks/1Z25zW2xBqMHVfgYAdKeqX,https://api.spotify.com/v1/audio-analysis/1Z25zW2xBqMHVfgYAdKeqX,153182.0
39,0.535,0.0708,-22.327,0.045,0.00779,0.244,73.91,0.95,3,0,4,0.0874,audio_features,5v9iJSk2leCP8JCGpIzEkr,spotify:track:5v9iJSk2leCP8JCGpIzEkr,https://api.spotify.com/v1/tracks/5v9iJSk2leCP8JCGpIzEkr,https://api.spotify.com/v1/audio-analysis/5v9iJSk2leCP8JCGpIzEkr,264122.0
40,0.679,0.563,-7.529,0.0448,0,0.479,81.987,0.69,1,0,4,0.392,audio_features,7HETPbsuO21OP97WdkB0bK,spotify:track:7HETPbsuO21OP97WdkB0bK,https://api.spotify.com/v1/tracks/7HETPbsuO21OP97WdkB0bK,https://api.spotify.com/v1/audio-analysis/7HETPbsuO21OP97WdkB0bK,236341.0
41,0.543,0.538,-8.262,0.0289,0,0.301,135.822,0.134,0,1,4,0.819,audio_features,4B6Dq9yCXAyZUzGH8ULq1N,spotify:track:4B6Dq9yCXAyZUzGH8ULq1N,https://api.spotify.com/v1/tracks/4B6Dq9yCXAyZUzGH8ULq1N,https://api.spotify.com/v1/audio-analysis/4B6Dq9yCXAyZUzGH8ULq1N,211069.0
42,0.153,0.0258,-28.761,0.0463,0.914,0.037,135.289,0.859,2,1,3,0.108,audio_features,1u9LTPockjPQCvrpCmKYGl,spotify:track:1u9LTPockjPQCvrpCmKYGl,https://api.spotify.com/v1/tracks/1u9LTPockjPQCvrpCmKYGl,https://api.spotify.com/v1/audio-analysis/1u9LTPockjPQCvrpCmKYGl,92000.0
43,0.196,0.0199,-32.068,0.0472,0.816,0.0312,71.347,0.908,0,1,4,0.0789,audio_features,3phm4So9WxGDTmdjiM00Qg,spotify:track:3phm4So9WxGDTmdjiM00Qg,https://api.spotify.com/v1/tracks/3phm4So9WxGDTmdjiM00Qg,https://api.spotify.com/v1/audio-analysis/3phm4So9WxGDTmdjiM00Qg,93506.0
44,0.576,0.303,-10.359,0.0489,0,0.753,77.872,0.786,1,1,4,0.0993,audio_features,1hrF6s6kfXuPv14OrD9v6X,spotify:track:1hrF6s6kfXuPv14OrD9v6X,https://api.spotify.com/v1/tracks/1hrF6s6kfXuPv14OrD9v6X,https://api.spotify.com/v1/audio-analysis/1hrF6s6kfXuPv14OrD9v6X,198140.0
45,0.269,0.573,-5.74,0.0372,0,0.246,180.117,0.329,2,1,3,0.137,audio_features,7gUJ7lxBwciZpkohIRt5ph,spotify:track:7gUJ7lxBwciZpkohIRt5ph,https://api.spotify.com/v1/tracks/7gUJ7lxBwciZpkohIRt5ph,https://api.spotify.com/v1/audio-analysis/7gUJ7lxBwciZpkohIRt5ph,248040.0
46,0.377,0.265,-12.67,0.0344,0.00347,0.173,135.801,0.715,1,1,4,0.11,audio_features,6I2GrwoJw23AKpqpE14KFq,spotify:track:6I2GrwoJw23AKpqpE14KFq,https://api.spotify.com/v1/tracks/6I2GrwoJw23AKpqpE14KFq,https://api.spotify.com/v1/audio-analysis/6I2GrwoJw23AKpqpE14KFq,302043.0
47,0.259,0.143,-14.852,0.0351,0.371,0.0993,132.359,0.895,8,1,3,0.101,audio_features,77vQsr0DhechA4ImfBlxwt,spotify:track:77vQsr0DhechA4ImfBlxwt,https://api.spotify.com/v1/tracks/77vQsr0DhechA4ImfBlxwt,https://api.spotify.com/v1/audio-analysis/77vQsr0DhechA4ImfBlxwt,414759.0
48,0.539,0.253,-9.125,0.0301,0,0.25,109.753,0.871,7,1,4,0.126,audio_features,5oOIUyJcQlOw2q0nGcQ0a8,spotify:track:5oOIUyJcQlOw2q0nGcQ0a8,https://api.spotify.com/v1/tracks/5oOIUyJcQlOw2q0nGcQ0a8,https://api.spotify.com/v1/audio-analysis/5oOIUyJcQlOw2q0nGcQ0a8,233813.0
49,0.456,0.438,-8.457,0.0286,0,0.0972,144.047,0.163,5,1,4,0.194,audio_features,6Z85UCEueQcgSyChlrEu5G,spotify:track:6Z85UCEueQcgSyChlrEu5G,https://api.spotify.com/v1/tracks/6Z85UCEueQcgSyChlrEu5G,https://api.spotify.com/v1/audio-analysis/6Z85UCEueQcgSyChlrEu5G,265120.0
0,0.494,0.632,-6.89,0.0342,0,0.0797,147.873,0.682,5,1,4,0.0869,audio_features,6Up545NUflOiXo8cEraH49,spotify:track:6Up545NUflOiXo8cEraH49,https://api.spotify.com/v1/tracks/6Up545NUflOiXo8cEraH49,https://api.spotify.com/v1/audio-analysis/6Up545NUflOiXo8cEraH49,274693.0
1,0.42,0.612,-5.359,0.048,0,0.135,159.685,0.0917,4,1,4,0.0914,audio_features,1G5S1rEr4L57ftizRHcYDP,spotify:track:1G5S1rEr4L57ftizRHcYDP,https://api.spotify.com/v1/tracks/1G5S1rEr4L57ftizRHcYDP,https://api.spotify.com/v1/audio-analysis/1G5S1rEr4L57ftizRHcYDP,248253.0
2,0.417,0.524,-6.6,0.0326,0,0.152,75.266,0.048,10,1,4,0.103,audio_features,72B1Omo2kmEst4YKO8vOB6,spotify:track:72B1Omo2kmEst4YKO8vOB6,https://api.spotify.com/v1/tracks/72B1Omo2kmEst4YKO8vOB6,https://api.spotify.com/v1/audio-analysis/72B1Omo2kmEst4YKO8vOB6,238307.0
3,0.561,0.717,-5.72,0.0381,0,0.455,79.993,0.458,8,1,4,0.138,audio_features,0W7KIc2GSB9suYQAaMZ9rF,spotify:track:0W7KIc2GSB9suYQAaMZ9rF,https://api.spotify.com/v1/tracks/0W7KIc2GSB9suYQAaMZ9rF,https://api.spotify.com/v1/audio-analysis/0W7KIc2GSB9suYQAaMZ9rF,206400.0
4,0.512,0.814,-5.467,0.0327,0,0.277,97.996,0.00419,10,1,4,0.0991,audio_features,0RW1xWSPxmbXf012RN3yWl,spotify:track:0RW1xWSPxmbXf012RN3yWl,https://api.spotify.com/v1/tracks/0RW1xWSPxmbXf012RN3yWl,https://api.spotify.com/v1/audio-analysis/0RW1xWSPxmbXf012RN3yWl,279787.0
5,0.581,0.715,-5.524,0.0413,1.27e-06,0.52,90.123,0.162,11,1,4,0.258,audio_features,02RCTBFKyLaECOTgfr0zTM,spotify:track:02RCTBFKyLaECOTgfr0zTM,https://api.spotify.com/v1/tracks/02RCTBFKyLaECOTgfr0zTM,https://api.spotify.com/v1/audio-analysis/02RCTBFKyLaECOTgfr0zTM,176707.0
6,0.373,0.506,-5.404,0.0273,1.03e-06,0.123,157.742,0.718,0,0,3,0.118,audio_features,1V3eyBz3pfkn9lBOlfle4x,spotify:track:1V3eyBz3pfkn9lBOlfle4x,https://api.spotify.com/v1/tracks/1V3eyBz3pfkn9lBOlfle4x,https://api.spotify.com/v1/audio-analysis/1V3eyBz3pfkn9lBOlfle4x,236200.0
7,0.576,0.303,-10.359,0.0489,0,0.753,77.872,0.786,1,1,4,0.0993,audio_features,1hrF6s6kfXuPv14OrD9v6X,spotify:track:1hrF6s6kfXuPv14OrD9v6X,https://api.spotify.com/v1/tracks/1hrF6s6kfXuPv14OrD9v6X,https://api.spotify.com/v1/audio-analysis/1hrF6s6kfXuPv14OrD9v6X,198140.0
8,0.471,0.164,-10.879,0.0324,0,0.17,125.242,0.833,7,1,4,0.101,audio_features,5W9Al2ewPfzbWHOV2BAtBR,spotify:track:5W9Al2ewPfzbWHOV2BAtBR,https://api.spotify.com/v1/tracks/5W9Al2ewPfzbWHOV2BAtBR,https://api.spotify.com/v1/audio-analysis/5W9Al2ewPfzbWHOV2BAtBR,267067.0
9,0.467,0.715,-5.076,0.0348,0,0.367,156.074,0.0231,0,1,4,0.144,audio_features,17GmwQ9Q3MTAz05OokmNNB,spotify:track:17GmwQ9Q3MTAz05OokmNNB,https://api.spotify.com/v1/tracks/17GmwQ9Q3MTAz05OokmNNB,https://api.spotify.com/v1/audio-analysis/17GmwQ9Q3MTAz05OokmNNB,196467.0
10,0.538,0.41,-9.708,0.0297,1.07e-05,0.115,80.971,0.2,9,1,3,0.0676,audio_features,7o7YMusB6yqUQUtz7lDVrg,spotify:track:7o7YMusB6yqUQUtz7lDVrg,https://api.spotify.com/v1/tracks/7o7YMusB6yqUQUtz7lDVrg,https://api.spotify.com/v1/audio-analysis/7o7YMusB6yqUQUtz7lDVrg,255320.0
11,0.412,0.645,-5.935,0.0347,0,0.213,173.207,0.0517,6,1,3,0.108,audio_features,14y2v3YBpaAxsDpNqXAiVm,spotify:track:14y2v3YBpaAxsDpNqXAiVm,https://api.spotify.com/v1/tracks/14y2v3YBpaAxsDpNqXAiVm,https://api.spotify.com/v1/audio-analysis/14y2v3YBpaAxsDpNqXAiVm,201671.0
12,0.306,0.304,-8.178,0.0288,0,0.277,139.32,0.834,0,1,4,0.154,audio_features,6FVg2subR7uoD80BmTOsdR,spotify:track:6FVg2subR7uoD80BmTOsdR,https://api.spotify.com/v1/tracks/6FVg2subR7uoD80BmTOsdR,https://api.spotify.com/v1/audio-analysis/6FVg2subR7uoD80BmTOsdR,187573.0
13,0.618,0.591,-7.666,0.0364,0,0.451,125.969,0.291,11,1,4,0.121,audio_features,0CbDc6JeCKQGYVAI89abdm,spotify:track:0CbDc6JeCKQGYVAI89abdm,https://api.spotify.com/v1/tracks/0CbDc6JeCKQGYVAI89abdm,https://api.spotify.com/v1/audio-analysis/0CbDc6JeCKQGYVAI89abdm,219427.0
14,0.545,0.472,-7.552,0.0279,0,0.193,134.027,0.434,11,1,4,0.0684,audio_features,5VUQsLff8A3ruAyCdTxqzg,spotify:track:5VUQsLff8A3ruAyCdTxqzg,https://api.spotify.com/v1/tracks/5VUQsLff8A3ruAyCdTxqzg,https://api.spotify.com/v1/audio-analysis/5VUQsLff8A3ruAyCdTxqzg,335907.0
15,0.58,0.704,-5.942,0.0282,0,0.549,139.896,0.0428,8,1,4,0.101,audio_features,6okuhsKrNfoxY4FdJpClgy,spotify:track:6okuhsKrNfoxY4FdJpClgy,https://api.spotify.com/v1/tracks/6okuhsKrNfoxY4FdJpClgy,https://api.spotify.com/v1/audio-analysis/6okuhsKrNfoxY4FdJpClgy,197046.0
16,0.496,0.645,-5.346,0.0419,0,0.317,72.014,0.271,6,0,4,0.107,audio_features,5maAhFnbY2RPPYcaCPB1Tb,spotify:track:5maAhFnbY2RPPYcaCPB1Tb,https://api.spotify.com/v1/tracks/5maAhFnbY2RPPYcaCPB1Tb,https://api.spotify.com/v1/audio-analysis/5maAhFnbY2RPPYcaCPB1Tb,203774.0
17,0.814,0.613,-4.312,0.0395,0,0.77,107.021,0.299,4,1,4,0.11,audio_features,5EOxWjVqnImaK8gnvFCFTt,spotify:track:5EOxWjVqnImaK8gnvFCFTt,https://api.spotify.com/v1/tracks/5EOxWjVqnImaK8gnvFCFTt,https://api.spotify.com/v1/audio-analysis/5EOxWjVqnImaK8gnvFCFTt,168647.0
18,0.6,0.875,-5.839,0.101,0,0.734,84.061,0.114,5,0,4,0.715,audio_features,5qFDlKHNb0v68YSghSY4GK,spotify:track:5qFDlKHNb0v68YSghSY4GK,https://api.spotify.com/v1/tracks/5qFDlKHNb0v68YSghSY4GK,https://api.spotify.com/v1/audio-analysis/5qFDlKHNb0v68YSghSY4GK,340133.0
19,0.434,0.865,-5.575,0.0518,0,0.36,156.11,0.0161,8,1,4,0.378,audio_features,520DLGbk0HtjYAkcTVjuaq,spotify:track:520DLGbk0HtjYAkcTVjuaq,https://api.spotify.com/v1/tracks/520DLGbk0HtjYAkcTVjuaq,https://api.spotify.com/v1/audio-analysis/520DLGbk0HtjYAkcTVjuaq,217656.0
20,0.468,0.786,-2.757,0.0334,0,0.461,84.992,0.0363,9,1,4,0.31,audio_features,2aMb1asq5acm7cDYlFsYhY,spotify:track:2aMb1asq5acm7cDYlFsYhY,https://api.spotify.com/v1/tracks/2aMb1asq5acm7cDYlFsYhY,https://api.spotify.com/v1/audio-analysis/2aMb1asq5acm7cDYlFsYhY,219720.0
21,0.697,0.944,-2.796,0.0327,0.000162,0.846,119.994,0.00173,7,0,4,0.32,audio_features,5legkLUDyq0qOg4TR7wUAs,spotify:track:5legkLUDyq0qOg4TR7wUAs,https://api.spotify.com/v1/tracks/5legkLUDyq0qOg4TR7wUAs,https://api.spotify.com/v1/audio-analysis/5legkLUDyq0qOg4TR7wUAs,223627.0
22,0.509,0.75,-5.884,0.0397,0,0.131,120.001,0.00208,11,1,4,0.182,audio_features,0pAPFaE1Iwfvex9EVJuQlG,spotify:track:0pAPFaE1Iwfvex9EVJuQlG,https://api.spotify.com/v1/tracks/0pAPFaE1Iwfvex9EVJuQlG,https://api.spotify.com/v1/audio-analysis/0pAPFaE1Iwfvex9EVJuQlG,248733.0
23,0.619,0.631,-6.9,0.0301,1.96e-05,0.6,97.99,0.226,1,1,4,0.128,audio_features,5hPNvjfHsshgegY71cKdhO,spotify:track:5hPNvjfHsshgegY71cKdhO,https://api.spotify.com/v1/tracks/5hPNvjfHsshgegY71cKdhO,https://api.spotify.com/v1/audio-analysis/5hPNvjfHsshgegY71cKdhO,225681.0
